Date of Measurement,Device Model,Operating System Version,Task Type,Brightness Level (%),Battery Life (hours:minutes),Battery Health (%),Device Temperature (°C),CPU Utilization (%),Memory Usage (% RAM)
2025-05-09,iPad Air 5,Android 13,Idle,24.22087245717832,2:32,89.84465223766415,54.55128857863406,32.74587861095364,54.11261214574989
2025-05-26,Pixel 7,Android 13,Gaming,31.821607821530343,2:35,99.27040584956845,54.966566810160664,64.25529862300588,79.37038432133747
2025-04-29,iPhone 15 Pro,Android 13,Video Editing,63.807640175521115,4:55,86.61977933928223,39.954336370217625,88.65411338334151,56.858123098339405
2025-05-08,iPhone 15 Pro,iPadOS 17.4,Idle,83.07819045124839,3:59,93.44303852559045,43.443238319272304,29.537518829694065,74.66903567564879
2025-05-06,iPhone 15 Pro,iPadOS 17.4,Idle,99.61813424166778,3:59,85.25453756767234,41.26554365641947,35.12033060473599,75.96965383638288
2025-04-30,"MacBook Pro 14""",ios 17.4,Gaming,71.77571017756057,4:15,86.85292920126531,36.902118300157724,3.1758283474216187,20.82421959867331
2025-04-22,Galaxy S22,macOS 13.3.1,Streaming,92.67408791696901,10:35,81.80193758658292,50.053622430223314,63.66065601455792,72.85030999903086
2025-05-02,Surface Pro 9,Android 13,Gaming,82.69463423394153,4:42,100.8777593104882,50.24719859993187,51.462558423486534,67.20825755523279
2025-05-26,Surface Pro 9,iPadOS 17.4,Video Editing,42.15624867016228,3:20,99.9452371292982,26.42051578917501,85.09370737513139,46.666500017580155
2025-05-01,Pixel 7,Windows 11 23H2,Gaming,30.92060089478464,4:08,83.06695422996935,35.68417290763541,76.20661747018795,83.23290584367885
2025-05-02,iPad Air 5,Android 13,Gaming,67.19535212641348,3:48,75.76126194725116,49.958226978559324,22.058456330544256,69.19488230101123
2025-04-18,Dell XPS 13,Android 13,Coding,47.17569293498463,8:47,98.66820584731629,39.095627871151265,80.10902419089295,20.914050668112445
2025-05-18,"MacBook Pro 14""",ios 17.4,Streaming,56.193322124510985,6:55,85.44979059279154,39.36824037731198,6.431441567877934,65.56520049911506
2025-05-09,Galaxy S22,macOS 13.3.1,Gaming,42.02484707096143,3:36,95.94895205414777,44.9798156493228,82.85795965445917,55.450887358492224
2025-04-24,Surface Pro 9,Windows 11 23H2,Gaming,50.206058378904466,3:48,99.72044195433112,42.9463895811458,9.887108549361141,39.18803410383357
2025-05-02,Surface Pro 9,macOS 13.3.1,Idle,58.551806346290505,7:28,96.52608441980347,44.726848394942635,65.35691132325552,51.861379279315386
2025-05-24,iPhone 15 Pro,Windows 11 23H2,Gaming,98.72135617847232,10:38,85.28701106311385,29.507042637497523,45.17958770181852,78.88879969866545
2025-05-03,Pixel 7,Android 13,Idle,83.54404806371542,2:08,78.74860530763567,51.64481068193393,68.36911514072624,64.1495207161821
2025-04-16,HP Spectre x360,iPadOS 17.4,Coding,96.14372235104162,4:44,94.00542210683018,50.903097904461355,26.28160864737931,31.378905556643687
2025-04-07,Dell XPS 13,ios 17.4,Idle,62.27132832561456,3:27,81.32942673976959,56.6596493271677,73.13776607324935,83.29368056244024
2025-04-27,Galaxy S22,Android 13,Video Editing,79.95652771839603,6:47,98.3116122573465,37.46775193389055,67.59410706134267,70.8606617471227
2025-05-11,"MacBook Pro 14""",Android 13,Video Editing,30.459443820336755,9:24,92.23834868217232,47.36891491591903,15.509305161007825,43.92361706310687
2025-05-16,Galaxy Tab S8,Windows 11 23H2,Streaming,70.37785658323058,5:52,89.64713205680667,37.32514245656116,45.53714957661258,50.556842777908855
2025-04-28,Dell XPS 13,ios 17.4,Coding,53.370699858996886,2:43,77.03730607351605,61.18041018920209,33.57251175376917,25.707974367926482
2025-04-21,Galaxy S22,Windows 11 23H2,Streaming,56.60831172686926,2:21,82.82293900411926,57.497991244590494,50.51401752901585,71.36525460240907
2025-05-03,Lenovo Yoga 9i,Windows 11 23H2,Gaming,53.27951136745317,9:26,101.21790787808264,49.19102555599841,26.883126675315136,25.59634585421416
2025-05-04,Galaxy S22,Windows 11 23H2,Gaming,74.91724365229956,7:59,97.1821813092103,48.09708117124793,57.409483186146026,43.83183063839702
2025-05-04,"MacBook Pro 14""",macOS 13.3.1,Idle,40.62385883941132,8:44,96.95144551093185,52.89759003228856,22.80175511364294,80.44372120999157
2025-05-02,HP Spectre x360,Android 14,Coding,30.964015615276534,6:39,98.42485952065083,26.640813891191254,66.15338268004044,40.16360816790624
2025-04-12,Galaxy S22,Windows 11 23H2,Gaming,43.38985804868752,3:06,94.11615301497731,55.123115191856314,90.83565947754568,40.29963457724613
